file	duration	year	candidate	round	date1	time1	date2	time2	date3	time3	date4	time4	date5	time5	date6	time6	source	notes	content
"Chile_1988_Si_15"	903	1988	"Si"		"9/19/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"Newly born baby/country; Diga S� jngle; past is risky; Past means losing; Blue Danube with violent images of protesters; Violence of the nature of the No campaign; Growth of a kid and happiness to family; Kids at school and Si song; Mayor of Santiago's support for S�; Housing Project testimony, women should support S�; Diga s� song; testimony by a blind woman and support of S�; a worker support for S�; (famous person?? minute 05:10); importance of housing project \"\"Vivienda Digna\"\"; Pinochet's promise for Vivienda Digna for all Chileans; Pa�s ganador jingle; Racionamiento de alimentos; Parody of No's clip woman who can't afford tea. Scarcity of products to sell; Flor Motuda (comedian?) as the No candidate "
"Chile_1988_Si_16"	897	1988	"Si"		"9/20/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"we have surmounted hurdles; now the no wants to undo all that; think about these issues when you vote; Chile doing great on forestry; businessman: the product No is selling is bad; we need to keep advancing; chancho chino; I remember how the food lines were; I'm supporting Si for continuity; future Si victory will be mean political system changes; polls predict Si victory; No will bring poverty; issue of campo and agriculture; Ag minister: we've made great progress; Chile self-sufficient in food, exports; gov's ag policies helped me; No victory means inflation, chaos, expropriation, etc.; Si victory means good things; issue of terrorism; the no is terrorism and I was attacked; No victory is violence; we don't want terrorism to happen to anyone; the opposition lies; fake No song; opposition's econ plan will cause inflation; the Si has controlled it; making fun of Florcita Motuda"
"Chile_1988_Si_17"	903	1988	"Si"		"9/21/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"Kid talking about the killing of his father; woman/mother talking about the government's investment on security; voting S� as an investment for families; Diga s� jingle; Testimony by Ginete Acevedo, supporting the Si campaign; Big investments on highways; Bruno Siebert on international investments on public services; Chancho chino commercial; Testimony by Do�a Elsa; No means going back to darkness; Chile is the light for the last 15 years; Diga S� jingle; civilians' support for S�"
"Chile_1988_Si_18"	789	1988	"Si"		"9/22/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"Banados old news footage, reporting on Pinochet's gira; Si victory is freedom; we want Si, we want continuity; hopes of youth are at play here; Buchi: Si victory = econ development for youth; if you vote No you're throwing away everything we've gained; generic support for Si; Si wins in the whole country; the opposition lies; behind the Yolita spoof; we don't know the true opposition; behind the Si there is Pinochet, a proven leader; Pinochet: committed to new democracy; generic intended vote; the no is all socialists; terrorists attacked me"
"Chile_1988_Si_19"	890	1988	"Si"		"9/23/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"Images of Cuba; No wants to import Cuba into Chile; Flor Motuda (comedian?) as the No candidate; Diga S� jingle; Pope's visit to Chile and violence by No supporters; testimony by youngman attacked for being a S� supporter; civilians' support for S�; private social security; \"\"Me gusta mi pais\"\" (I like my country); the North of the country supports S�; Juan Yaconi on maternal and child health; Manuel Shipre's salary and bonuses (miner supporting the No campaign); Neighbors criticize Olga Garrido who said at the No campaign that she was tortured"
"Chile_1988_Si_20"	896	1988	"Si"		"9/24/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"old lady: I support Pinochet, the best president ever; I had to stand in line for food in those years; now I support Pinochet b/c we have everything we need; women know the importance of economic stability in their home; No will ruin the economy and hurt women; when they were in government they did so; I support Si because they have created better future; be patriotic, vote Si; this government has done a hell of a lot of good things so I support Pinochet; if you vote No you're throwing away everything we've gained; with a Si victory they will occupy the streets, not recognize it; we have surmounted hurdles; now the no wants to undo all that; think about these issues when you vote; let's march toward the pais ganador; Buchi successful econ policy for youth; Buchi: Si victory = econ development for youth; generic intended vote; behind the Yolita spoof; Si victory is full democracy; opposition's econ plan will cause inflation; the Si has controlled it; making fun of Florcita Motuda; A no victory is chaos"
"Chile_1988_Si_21"	905	1988	"Si"		"9/25/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"Quote by Eduardo Frei M. On Union Popular; La alegr�a ya viene with violent images; Claudio Arrau writes a letter complaining he never supported the No campaign; Manuel Shipre's salary and bonuses (miner supporting the No campaign); Diga Si music video; Santiago's mayor criticizes the use of Arrau's words to promote the No campaign without his consent; \"\"Me gusta mi pa�s\"\" (I like my country); Pa�s ganador music video; civilians' support for Pinochet and S�; husband and wife in bed. Wife says S�; Testimony by Carol Usua's widow, assassinated 5 years earlier;  Diga S� music video; "
"Chile_1988_Si_22"	902	1988	"Si"		"9/26/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"issue of terrorism; No used images of famous pianist without permission; Gabriel Valdes dancing; opposition lies; Si is democracy; I vote Si for continuity; if the No wins, they take away our technical training centers; but the Si will build a bunch of new ones; generic intended vote; No will change economic system, inflation returns; So vote Si for continuity; tennis player intended vote; the No is all communists and marxists; we need democrats to act now; the Si has a serious government program; camelon salsa: the No are all communists and they signed a pact in Cuba; Teitelboim demands that No victory mean provisional government"
"Chile_1988_Si_23"	904	1988	"Si"		"9/27/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"Parody of La alegr�a est� en marcha jingle with the Death riding a horse; violent images of a strike; mom and baby running away from strikers; No means the communist party coming back; La alegr�a ya viene jingle with violent images; Cuba: the No won, and then nobody had the option to vote again; Chile pa�s ganador song 2; Patricio Cornejo's support for S�; Housing projects for more people; Testimony by Willian Thayer and support for S�; S� as the only option to live in democracy; All Chile with S� (response to \"\"Nadie lo quiere recibir\"\"); Throw away 15 years of sacrifice; La alegr�a ya viene jingle and scene of bulgars; 100,000 new jobs every year promise;  No means going back to darkness; Chile is the light for last 15 years; images of people holding flags with S� and Chilean flags marching forward "
"Chile_1988_Si_24"	891	1988	"Si"		"9/28/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"the No franja is all lies; they have presented no government program; no more lies; violence at a campaign event; Sra Yolita an actress; and they deceived in filming poor kids celebrating fiestas patrias; the football player's mother who said she was tortured is lying; the miner lies; No used images of famous pianist without permission; Teitelboim demands that No victory mean provisional government; all these lies; Chileans want peace; the No are not all democrats; Aylwin's alliance with the left; artist Lukas vignette pension policies; horseman of the apocalypse; anti-inflation policy; musician endorsement generic values; they're about to lie to you again; Pinochet won peace in border conflict with Argentina"
"Chile_1988_Si_25"	900	1988	"Si"		"9/29/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"If Pinochet governs, you govern; interview with Pinochet (he's been avoiding going to an interview with the No); Pinochet addresses debt crisis and his strong decisions. Mentions God's will to help him; Pinochet avoided going to war with Argentina; Pinochet as peacekeeper; highway road Austral as one of Pinochet's biggest projects; Pinochet says he has not been a dictator; all political parties need to work for democracy; More housing projects, more jobs, better economy; Coup as a sacrifice for Chile's security; Pinochet is from the middle classes according to him; message to middle classes and promise for more opportunities; \"\"When voting, think about Chile\"\" (Pinochet). "
"Chile_1988_Si_26"	802	1988	"Si"		"9/30/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"if Pinochet governs, you govern; Gallup says Si wins; MIR leader: we're operating in Chile; many Christian Democrats support us; DC politicians for the Si; I'm voting Si; now is the democratic moment, vote Si; Alessandri: this gov's done a great job; the Constitution is in effect and will remain so regardless of outcome; Vote Si b/c the opposition's Marxist; as an Alessandri, I say vote Si; if Pinochet governs, you govern; tunnel--vote si for a better future; we want a serious government program; introducing a woman who knows what's hidden behind the happiness fa�ade; Lagos ex-wife: I lost my property under Allende; Lagos let the business shut down, didn't care that workers lost jobs; there was a guerrilla training school there; he has no respect for Chilean people; FPMR guy's comments"
"Chile_1988_Si_27"	891	1988	"Si"		"10/1/1988"	""	""	""	""	""	""	""	""	""	""	""	"Catolica"	""	"Newly born baby/country; images of people holding flags with S� and Chilean flags marching forward; Big Walk in Santiago to celebrate the S�; Lukas, the \"\"real poet\"\" of Chile; Last show before elections; Gallup Surveys show 47% support for S�; importance of the Chilean woman in the S� campaign; summary/clips of previous interview with Pinochet; Message to people who are still not sure how to vote;Pinochet avoided going to war with Argentina; Pinochet as peacekeeper; More housing projects, more jobs, better economy; Coup as a sacrifice for the sake and security of Chile; \"\"When voting, think about Chile\"\" (Pinochet)"
"Chile_1989_Aylwin_01"	403	1989	"Aylwin"	1	"11/14/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"I dream of unity; peace after the plebiscite, thanks to Concertacion; Chileans want unity and reconciliation; we want peace"
"Chile_1989_Aylwin_02"	403	1989	"Aylwin"	1	"11/15/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"Chilean values: equality; let's think about the road to democracy; democracy arrived; love and happiness are stronger; poll results; funny scene--opponents demoralized"
"Chile_1989_Aylwin_03"	382	1989	"Aylwin"	1	"11/16/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"the house we are building is for everyone; poll results; funny scene--opponents demoralized; we need unity to escape from military rule; Aylwin accepts nomination; our campaign will be one of all Chileans; a good president needs to be with the people; Aylwin personal background, values"
"Chile_1989_Aylwin_04"	395	1989	"Aylwin"	1	"11/17/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"we need reencuentro; this election is important; Aylwin as a person; Patricio is devoted husband, father; when I was young we fought for equality; images of Aylwin and family; unity is the task of the next president; poll results"
"Chile_1989_Aylwin_05"	400	1989	"Aylwin"	1	"11/18/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"future; issue: childcare; kids and their dreams for the future; most kids will leave school to help their mothers; issue of crime/violence; more kids dreams for future; for this we need a government committed to the people; Aylwin greeting kids"
"Chile_1989_Aylwin_06"	398	1989	"Aylwin"	1	"11/19/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"issue of culture; Aylwin is in contact with the people; images of Aylwin on the campaign trail; Aylwin has been going around country visiting people; his technical team meets with organized interests to discuss policy; Aylwin is with the people; Chile is starting up on a new and bright path; happy Sunday"
"Chile_1989_Aylwin_07"	401	1989	"Aylwin"	1	"11/20/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"I will vote for Aylwin; a good president carries the best of his country to the future; the challenge is to take the best of the past and present to the future; from the past we take democracy; we need to continue to stimulate economic development and dynamism; the future challenge is poverty and inequality; I have a qualified team to do this; but I will need everyone's collaboration; Aylwin has qualified team; Aylwin met with his team to get their recommendations; thanks for the report; I'll govern with all Chileans, for all Chileans; there is much optimism about the future; I take the flags of the democrats"
"Chile_1989_Aylwin_08"	396	1989	"Aylwin"	1	"11/21/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"issue of health for old people and independent workers; I'm optimistic about our future; problem of health; Aylwin proposes to make health accessible to all Chileans; health has been abandoned in past 16 years; woman: problem of health; military government cut health spending by half; Concertacion's plans for building hospitals; health with improve with Aylwin; with Aylwin we'll have a rebirth, a better country; health is one of our biggest concerns; we need change to solve problems; polls say Aylwin does better in health"
"Chile_1989_Aylwin_09"	400	1989	"Aylwin"	1	"11/22/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"issue of elderly; issue of elderly; Aylwin will fix it; elderly ignored by government; Buchi has been anti-retiree; this problem with pensioners is unjust; Aylwin will help them; military government cut pensions; Aylwin will reinstate them; and they'll get good health; we need dignity; hope of the elderly is Aylwin; Aylwin's team is qualified; Aylwin gives the most security to people"
"Chile_1989_Aylwin_10"	399	1989	"Aylwin"	1	"11/23/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"issue of education; education used to be great; poor education under military regime; education proposals; I have been a professor; people say Aylwin will fix education; Aylwin: health, educ important; top priority will be education; education important, but no magic solutions; Aylwin offers realistic proposals; polls say Aylwin most trusted on health"
